"","thetaS_last_obs_p_mean","thetaI_last_obs_p_mean","thetaR_last_obs_p_mean","thetaS_last_obs_p_ci_low","thetaS_last_obs_p_ci_med","thetaS_last_obs_p_ci_up","thetaI_last_obs_p_ci_low","thetaI_last_obs_p_ci_med","thetaI_last_obs_p_ci_up","thetaR_last_obs_p_ci_low","thetaR_last_obs_p_ci_med","thetaR_last_obs_p_ci_up","thetaQ_last_obs_p_mean","thetaQ_last_obs_p_ci_low","thetaQ_last_obs_p_ci_med","thetaQ_last_obs_p_ci_up","R0_p_mean","R0_p_ci_low","R0_p_ci_med","R0_p_ci_up","gamma_p_mean","gamma_p_ci_low","gamma_p_ci_med","gamma_p_ci_up","beta_p_mean","beta_p_ci_low","beta_p_ci_med","beta_p_ci_up","incidence_mean","incidence_ci_low","incidence_ci_median","incidence_ci_up","thetaI_tp1_mean","thetaI_tp1_ci_low","thetaI_tp1_ci_med","thetaI_tp1_ci_up","thetaR_tp1_mean","thetaR_tp1_ci_low","thetaR_tp1_ci_med","thetaR_tp1_ci_up","Y_tp1_mean","Y_tp1_ci_low","Y_tp1_ci_med","Y_tp1_ci_up","R_tp1_mean","R_tp1_ci_low","R_tp1_ci_med","R_tp1_ci_up","thetaI_tp2_mean","thetaI_tp2_ci_low","thetaI_tp2_ci_med","thetaI_tp2_ci_up","thetaR_tp2_mean","thetaR_tp2_ci_low","thetaR_tp2_ci_med","thetaR_tp2_ci_up","Y_tp2_mean","Y_tp2_ci_low","Y_tp2_ci_med","Y_tp2_ci_up","R_tp2_mean","R_tp2_ci_low","R_tp2_ci_med","R_tp2_ci_up","thetaR_max_mean","thetaR_max_ci_low","thetaR_max_ci_med","thetaR_max_ci_up","cumInf_mean","cumInf_ci_low","cumInf_ci_med","cumInf_ci_up","dthetaI_tp1_date","first_tp_mean","first_tp_ci_low","first_tp_ci_med","first_tp_ci_up","dthetaI_tp2_date","second_tp_mean","second_tp_ci_low","second_tp_ci_med","second_tp_ci_up","end_p_mean","end_p_ci_low","end_p_ci_med","end_p_ci_up","begin_str"
"1",0.323621369236561,0.000487267022733369,9.76362529329278e-05,0.323499186418718,0.323623726141842,0.323731060994951,0.000397482965256847,0.000486131081821711,0.000588244558220345,5.67604825396559e-05,9.45383603547256e-05,0.000154453771278399,0.675793727487772,0.675760713031311,0.675793736168538,0.675823925162093,5.36311455521387,3.07666157747259,5.29184516170293,8.33736732232132,0.0431529270233631,0.0241507902669934,0.0424063658010479,0.0669372048068599,0.22803007869374,0.0998930540810458,0.227830219550311,0.362098327584765,0.113218376367731,0.00203759631891434,0.0925457765011876,0.281832655214668,0.0130741387287615,0.000224818914593401,0.00593792271552408,0.0672744409236812,0.0160371181288543,0.000981105654524672,0.00854269813204066,0.0785203638065802,0.0130617861126056,0.000200239540607089,0.00587699520622283,0.0676645028257888,0.0160491540617212,0.00094761527592427,0.00854256393728731,0.0780777145488628,0.0241811802977378,0.000151440392897437,0.0203526643229084,0.0694056638675238,0.0688075254283868,0.00153920397728712,0.040941909203885,0.236709172988365,0.024179810670769,0.000148887117989526,0.0203062586835367,0.0692213840844283,0.068791329286894,0.00162508689611086,0.0409693953595244,0.236445222791932,0.0896429200125807,0.00170017830296139,0.0629085612812272,0.259930738827508,0.112810558336289,0.00187107616146445,0.0920764402948369,0.281832500274271,"05/10/20","05/15/20","02/02/20","05/31/20","07/30/20","07/09/20","05/30/20","02/03/20","06/26/20","07/30/20","07/29/20","07/30/20","07/30/20","07/30/20","01/13/2020"
