"","thetaS_last_obs_p_mean","thetaI_last_obs_p_mean","thetaR_last_obs_p_mean","thetaS_last_obs_p_ci_low","thetaS_last_obs_p_ci_med","thetaS_last_obs_p_ci_up","thetaI_last_obs_p_ci_low","thetaI_last_obs_p_ci_med","thetaI_last_obs_p_ci_up","thetaR_last_obs_p_ci_low","thetaR_last_obs_p_ci_med","thetaR_last_obs_p_ci_up","R0_p_mean","R0_p_ci_low","R0_p_ci_med","R0_p_ci_up","gamma_p_mean","gamma_p_ci_low","gamma_p_ci_med","gamma_p_ci_up","beta_p_mean","beta_p_ci_low","beta_p_ci_med","beta_p_ci_up","incidence_mean","incidence_ci_low","incidence_ci_median","incidence_ci_up","thetaI_tp1_mean","thetaI_tp1_ci_low","thetaI_tp1_ci_med","thetaI_tp1_ci_up","thetaR_tp1_mean","thetaR_tp1_ci_low","thetaR_tp1_ci_med","thetaR_tp1_ci_up","Y_tp1_mean","Y_tp1_ci_low","Y_tp1_ci_med","Y_tp1_ci_up","R_tp1_mean","R_tp1_ci_low","R_tp1_ci_med","R_tp1_ci_up","thetaI_tp2_mean","thetaI_tp2_ci_low","thetaI_tp2_ci_med","thetaI_tp2_ci_up","thetaR_tp2_mean","thetaR_tp2_ci_low","thetaR_tp2_ci_med","thetaR_tp2_ci_up","Y_tp2_mean","Y_tp2_ci_low","Y_tp2_ci_med","Y_tp2_ci_up","R_tp2_mean","R_tp2_ci_low","R_tp2_ci_med","R_tp2_ci_up","thetaR_max_mean","thetaR_max_ci_low","thetaR_max_ci_med","thetaR_max_ci_up","cumInf_mean","cumInf_ci_low","cumInf_ci_med","cumInf_ci_up","dthetaI_tp1_date","first_tp_mean","first_tp_ci_low","first_tp_ci_med","first_tp_ci_up","dthetaI_tp2_date","second_tp_mean","second_tp_ci_low","second_tp_ci_med","second_tp_ci_up","end_p_mean","end_p_ci_low","end_p_ci_med","end_p_ci_up","begin_str"
"1",0.999441015122482,0.000473986049080508,8.49988284371523e-05,0.999310421165206,0.999441641727989,0.999561968967014,0.000369304808360521,0.000471452572756793,0.000597841609339634,4.23982687599747e-05,8.30595872861973e-05,0.000138287355577158,4.45588555321604,2.44247121670497,4.33084165959025,7.14155483819539,0.0499969743308494,0.0244875301627108,0.0496460307822762,0.0791927904083145,0.2195739896157,0.08666438711233,0.214879522449548,0.376090858607211,0.000912091074810769,0,0.00044552839207973,0.00436251866850233,0.000275654074558512,0.000209661356048008,0.000274859224541973,0.000347223560696797,2.56989042598962e-05,8.78040292244933e-06,2.45324405472915e-05,4.85748802679061e-05,NA,NA,NA,NA,0.000747746761950159,0,0.000499567190821797,0.0030209855580056,0.000458929449319527,0.000309384754223209,0.000454394077634891,0.000630056047772775,0.000107024114797916,4.43892482984876e-05,0.000103139570487867,0.000184739386630383,0.00045760475924102,0.000256030226468487,0.000452073585516492,0.000696031114628986,0.000107779944989182,2.23850374784193e-05,9.89984841102338e-05,0.000244719830487067,0.000898114017685017,0,0.000441520797552967,0.00430770096929798,0.000912091074810769,0,0.00044552839207975,0.0043625186685024,"02/04/20","02/05/20","02/01/20","02/05/20","02/10/20","02/12/20","02/09/20","02/05/20","02/10/20","02/12/20","04/29/20","03/07/20","04/19/20","07/30/20","01/13/2020"
